timestamp,open,high,low,close,volume,vpin,vpin_regime,garch_mu,garch_vol,garch_signal,svm_pred,svm_decision
2026-09-01 12:02:00+05:30,24222.2,24243.74,24184.32,24225.56,21257.0,0.4237,NORMAL_TOXICITY,6.8e-05,0.436,HOLD,0,APPROVED
2026-09-01 12:03:00+05:30,24225.56,24234.51,24198.91,24201.76,30907.0,0.4171,NORMAL_TOXICITY,9.1e-05,0.4352,HOLD,0,APPROVED
2026-09-01 12:04:00+05:30,24201.76,24202.73,24164.14,24173.78,25449.0,0.4071,NORMAL_TOXICITY,8.3e-05,0.4348,HOLD,0,APPROVED
2026-09-01 12:05:00+05:30,24173.78,24194.29,24124.44,24136.85,32700.0,0.3998,NORMAL_TOXICITY,7.2e-05,0.4354,HOLD,0,APPROVED
2026-09-01 12:06:00+05:30,24136.85,24246.52,24118.25,24216.4,26449.0,0.396,NORMAL_TOXICITY,-4e-05,0.4434,HOLD,0,APPROVED
2026-09-01 12:07:00+05:30,24216.4,24282.87,24214.29,24275.82,23536.0,0.3934,NORMAL_TOXICITY,5.1e-05,0.4463,HOLD,0,APPROVED
2026-09-01 12:08:00+05:30,24275.82,24341.73,24241.28,24325.79,34807.0,0.389,NORMAL_TOXICITY,9.2e-05,0.4474,HOLD,0,APPROVED
2026-09-01 12:09:00+05:30,24325.79,24346.36,24177.29,24210.84,129119.0,0.4059,NORMAL_TOXICITY,0.000177,0.4658,BUY,-1,VETO
2026-09-01 12:10:00+05:30,24210.84,24235.28,24174.76,24200.3,29752.0,0.4188,NORMAL_TOXICITY,6.1e-05,0.4642,HOLD,0,APPROVED
2026-09-01 12:11:00+05:30,24200.3,24211.99,24176.97,24191.58,19672.0,0.4206,NORMAL_TOXICITY,5.7e-05,0.4626,HOLD,0,APPROVED
2026-09-01 12:12:00+05:30,24191.58,24219.65,24143.57,24161.1,28593.0,0.4123,NORMAL_TOXICITY,6.3e-05,0.4623,HOLD,0,APPROVED
2026-09-01 12:13:00+05:30,24161.1,24173.06,24122.81,24156.29,18341.0,0.4135,NORMAL_TOXICITY,4.5e-05,0.4606,HOLD,0,APPROVED
2026-09-01 12:14:00+05:30,24156.29,24173.21,24113.56,24137.05,25254.0,0.4152,NORMAL_TOXICITY,4.9e-05,0.4595,HOLD,0,APPROVED
2026-09-01 15:02:21.637604+05:30,23979.85,25190.87,23979.85,23979.85,29751.0,0.1779,LOW_TOXICITY,-0.01593,1.3906,SELL,1,VETO
2026-09-01 15:03:22.402749+05:30,23974.35,25190.87,23974.35,23974.35,29751.0,0.1779,LOW_TOXICITY,-7.5e-05,1.6441,HOLD,0,APPROVED
2026-09-01 15:04:23.186592+05:30,23974.0,25190.87,23974.0,23974.0,29751.0,0.1779,LOW_TOXICITY,6.2e-05,1.6466,HOLD,0,APPROVED
2026-09-01 15:05:23.931248+05:30,23974.7,25190.87,23974.7,23974.7,29751.0,0.1779,LOW_TOXICITY,3.8e-05,1.4324,HOLD,0,APPROVED
2026-09-01 15:06:24.693358+05:30,23983.1,25190.87,23983.1,23983.1,29751.0,0.1779,LOW_TOXICITY,4.5e-05,1.4406,HOLD,0,APPROVED
2026-09-01 15:07:25.440530+05:30,23978.55,25190.87,23978.55,23978.55,29751.0,0.1779,LOW_TOXICITY,9e-06,1.4644,HOLD,0,APPROVED
2026-09-01 15:08:26.184828+05:30,23973.25,25190.87,23973.25,23973.25,29751.0,0.1779,LOW_TOXICITY,2.1e-05,1.4463,HOLD,0,APPROVED
2026-09-01 15:09:26.917020+05:30,23972.15,25190.87,23972.15,23972.15,29751.0,0.1763,LOW_TOXICITY,-1.3e-05,1.6161,HOLD,0,APPROVED
2026-09-01 15:10:27.666917+05:30,23970.7,25190.87,23970.7,23970.7,29751.0,0.1763,LOW_TOXICITY,-0.007796,1.2676,SELL,1,VETO
2026-09-01 15:11:28.413283+05:30,23970.35,25190.87,23970.35,23970.35,29751.0,0.1763,LOW_TOXICITY,-0.000102,1.3519,HOLD,0,APPROVED
2026-09-01 15:12:29.176310+05:30,23966.2,25190.87,23966.2,23966.2,29751.0,0.1763,LOW_TOXICITY,-5.7e-05,1.2655,HOLD,0,APPROVED
2026-09-01 15:13:29.910681+05:30,23977.45,25190.87,23977.45,23977.45,29751.0,0.1763,LOW_TOXICITY,3.7e-05,1.4536,HOLD,0,APPROVED
2026-09-01 15:14:30.685215+05:30,23981.5,25190.87,23981.5,23981.5,29751.0,0.1763,LOW_TOXICITY,5.9e-05,1.4327,HOLD,0,APPROVED
2026-09-01 15:15:31.455212+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1761,LOW_TOXICITY,0.00015,1.7691,BUY,1,APPROVED
2026-09-01 15:16:33.473454+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1761,LOW_TOXICITY,4.4e-05,1.45,HOLD,0,APPROVED
2026-09-01 15:17:34.509378+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1761,LOW_TOXICITY,-3.9e-05,1.4494,HOLD,0,APPROVED
2026-09-01 11:45:00+05:30,23457.38,23467.09,23441.04,23466.31,15304.0,0.3929,NORMAL_TOXICITY,-0.000125,0.4741,HOLD,0,APPROVED
2026-09-01 11:46:00+05:30,23466.31,23518.93,23453.18,23487.48,31247.0,0.3965,NORMAL_TOXICITY,-0.000118,0.4753,HOLD,0,APPROVED
2026-09-01 11:47:00+05:30,23487.48,23566.09,23463.24,23556.3,32427.0,0.4021,NORMAL_TOXICITY,6.5e-05,0.4959,HOLD,0,APPROVED
2026-09-01 11:48:00+05:30,23556.3,23572.84,23506.99,23525.45,17035.0,0.4083,NORMAL_TOXICITY,-0.000149,0.4961,HOLD,0,APPROVED
2026-09-01 11:49:00+05:30,23525.45,23528.72,23494.35,23502.41,19666.0,0.4028,NORMAL_TOXICITY,-0.000135,0.4902,HOLD,0,APPROVED
2026-09-01 11:50:00+05:30,23502.41,23515.66,23432.72,23440.2,75706.0,0.4242,NORMAL_TOXICITY,-0.000281,0.4998,SELL,1,VETO
2026-09-01 11:51:00+05:30,23440.2,23473.43,23434.39,23469.76,34640.0,0.4257,NORMAL_TOXICITY,-0.000143,0.5069,HOLD,0,APPROVED
2026-09-01 11:52:00+05:30,23469.76,23481.86,23441.03,23444.78,17287.0,0.4306,NORMAL_TOXICITY,-0.000185,0.5002,SELL,1,VETO
2026-09-01 11:53:00+05:30,23444.78,23463.8,23441.59,23450.5,18834.0,0.4269,NORMAL_TOXICITY,-0.000167,0.4899,SELL,1,VETO
2026-09-01 11:54:00+05:30,23450.5,23470.54,23445.66,23464.72,17491.0,0.4269,NORMAL_TOXICITY,-0.000155,0.4799,SELL,1,VETO
2026-09-01 11:55:00+05:30,23464.72,23515.33,23449.38,23492.78,24878.0,0.4312,NORMAL_TOXICITY,-9.6e-05,0.4742,HOLD,0,APPROVED
2026-09-01 11:56:00+05:30,23492.78,23520.96,23479.45,23482.48,29388.0,0.4228,NORMAL_TOXICITY,-0.000152,0.4435,SELL,1,VETO
2026-09-01 11:57:00+05:30,23482.48,23490.27,23445.68,23453.57,23679.0,0.4228,NORMAL_TOXICITY,-0.000189,0.444,SELL,1,VETO
2026-09-01 11:58:00+05:30,23453.57,23480.95,23447.91,23464.29,22290.0,0.4275,NORMAL_TOXICITY,-0.000141,0.4363,HOLD,0,APPROVED
2026-09-01 11:59:00+05:30,23464.29,23508.67,23460.36,23495.5,31451.0,0.4437,NORMAL_TOXICITY,-0.000137,0.4389,HOLD,0,APPROVED
2026-09-01 12:00:00+05:30,23495.5,23517.66,23492.55,23508.8,33141.0,0.4423,NORMAL_TOXICITY,-5.7e-05,0.4459,HOLD,0,APPROVED
2026-09-01 12:01:00+05:30,23508.8,23538.09,23502.37,23522.31,29281.0,0.447,NORMAL_TOXICITY,-4.2e-05,0.4362,HOLD,0,APPROVED
2026-09-01 12:02:00+05:30,23522.31,23587.43,23521.83,23577.44,23964.0,0.4376,NORMAL_TOXICITY,0.000143,0.455,HOLD,0,APPROVED
2026-09-01 12:03:00+05:30,23577.44,23604.21,23559.95,23594.41,28059.0,0.4307,NORMAL_TOXICITY,3.9e-05,0.4381,HOLD,0,APPROVED
2026-09-01 12:04:00+05:30,23594.41,23599.85,23583.03,23598.3,23896.0,0.4169,NORMAL_TOXICITY,-3.6e-05,0.4345,HOLD,0,APPROVED
2026-09-01 12:05:00+05:30,23598.3,23623.17,23575.78,23619.19,20335.0,0.4142,NORMAL_TOXICITY,7.4e-05,0.4316,HOLD,0,APPROVED
2026-09-01 12:06:00+05:30,23619.19,23625.83,23587.44,23623.81,33145.0,0.4163,NORMAL_TOXICITY,-3.6e-05,0.4271,HOLD,0,APPROVED
2026-09-01 12:07:00+05:30,23623.81,23685.39,23615.92,23684.99,25302.0,0.415,NORMAL_TOXICITY,0.000371,0.4384,BUY,1,APPROVED
2026-09-01 12:08:00+05:30,23684.99,23715.29,23657.24,23701.56,22707.0,0.43,NORMAL_TOXICITY,0.000125,0.4358,HOLD,0,APPROVED
2026-09-01 12:09:00+05:30,23701.56,23750.98,23681.62,23736.87,26080.0,0.432,NORMAL_TOXICITY,0.000273,0.4378,BUY,1,APPROVED
2026-09-01 12:10:00+05:30,23736.87,23751.58,23700.84,23713.29,23258.0,0.4275,NORMAL_TOXICITY,-0.000109,0.4246,HOLD,0,APPROVED
2026-09-01 12:11:00+05:30,23713.29,23734.87,23691.71,23717.79,26275.0,0.4287,NORMAL_TOXICITY,6.6e-05,0.4187,HOLD,0,APPROVED
2026-09-01 12:12:00+05:30,23717.79,23756.82,23667.88,23673.8,59413.0,0.4476,NORMAL_TOXICITY,-0.000256,0.4212,SELL,1,VETO
2026-09-01 12:13:00+05:30,23673.8,23695.17,23670.67,23687.87,15223.0,0.4476,NORMAL_TOXICITY,9.8e-05,0.4141,HOLD,0,APPROVED
2026-09-01 15:18:35.334273+05:30,24000.0,25190.87,24000.0,24000.0,29751.0,0.1761,LOW_TOXICITY,5.2e-05,1.7162,HOLD,0,APPROVED
2026-09-01 12:14:00+05:30,23687.87,23754.15,23682.47,23740.84,27355.0,0.4547,NORMAL_TOXICITY,0.000449,0.4352,BUY,1,APPROVED
2026-09-01 12:15:00+05:30,23740.84,23772.96,23733.01,23770.85,23853.0,0.4681,NORMAL_TOXICITY,0.000247,0.432,BUY,1,APPROVED
2026-09-01 12:16:00+05:30,23770.85,23787.99,23758.77,23765.49,15903.0,0.4754,NORMAL_TOXICITY,0.000146,0.4253,HOLD,0,APPROVED
2026-09-01 12:17:00+05:30,23765.49,23813.04,23761.01,23787.26,33724.0,0.4721,NORMAL_TOXICITY,0.000237,0.4208,BUY,1,APPROVED
2026-09-01 12:18:00+05:30,23787.26,23791.99,23770.43,23790.51,28552.0,0.4661,NORMAL_TOXICITY,0.000182,0.4158,BUY,1,APPROVED
2026-09-01 12:19:00+05:30,23790.51,23804.91,23748.69,23755.57,29892.0,0.4785,NORMAL_TOXICITY,6.1e-05,0.4182,HOLD,0,APPROVED
2026-09-01 12:20:00+05:30,23755.57,23792.38,23738.95,23786.38,24831.0,0.4789,NORMAL_TOXICITY,0.00023,0.4182,BUY,1,APPROVED
2026-09-01 12:21:00+05:30,23786.38,23840.49,23783.1,23827.76,34835.0,0.4877,NORMAL_TOXICITY,0.000355,0.4187,BUY,1,APPROVED
2026-09-01 12:22:00+05:30,23827.76,23840.37,23802.87,23814.91,34836.0,0.4899,NORMAL_TOXICITY,0.00017,0.4168,BUY,1,APPROVED
2026-09-01 12:23:00+05:30,23814.91,23820.95,23795.83,23803.55,26690.0,0.4862,NORMAL_TOXICITY,0.000125,0.4146,HOLD,0,APPROVED
2026-09-01 12:24:00+05:30,23803.55,23849.67,23802.79,23810.15,20394.0,0.4893,NORMAL_TOXICITY,0.000215,0.4113,BUY,1,APPROVED
2026-09-01 12:25:00+05:30,23810.15,23827.43,23804.79,23811.59,25426.0,0.4866,NORMAL_TOXICITY,0.000208,0.4085,BUY,1,APPROVED
2026-09-01 12:26:00+05:30,23811.59,23820.27,23793.06,23815.92,20929.0,0.4738,NORMAL_TOXICITY,0.000216,0.4017,BUY,1,APPROVED
2026-09-01 12:27:00+05:30,23815.92,23865.71,23813.35,23860.99,24399.0,0.4642,NORMAL_TOXICITY,0.000411,0.4063,BUY,1,APPROVED
2026-09-01 12:28:00+05:30,23860.99,23865.72,23834.57,23856.31,18136.0,0.4527,NORMAL_TOXICITY,0.000194,0.4041,BUY,1,APPROVED
2026-09-01 12:29:00+05:30,23856.31,23876.76,23831.41,23832.72,29403.0,0.4407,NORMAL_TOXICITY,0.000104,0.4022,HOLD,0,APPROVED
2026-09-01 12:30:00+05:30,23832.72,23839.52,23804.46,23818.36,23183.0,0.436,NORMAL_TOXICITY,9.1e-05,0.3998,HOLD,0,APPROVED
2026-09-01 12:31:00+05:30,23818.36,23831.12,23784.22,23810.78,26389.0,0.4389,NORMAL_TOXICITY,0.000134,0.3145,HOLD,0,APPROVED
2026-09-01 12:32:00+05:30,23810.78,23814.77,23800.71,23812.46,34496.0,0.4321,NORMAL_TOXICITY,0.000193,0.2979,BUY,1,APPROVED
2026-09-01 12:33:00+05:30,23812.46,23836.19,23804.98,23831.95,15348.0,0.4204,NORMAL_TOXICITY,0.000307,0.2826,BUY,1,APPROVED
2026-09-01 12:34:00+05:30,23831.95,23854.6,23826.71,23838.78,15788.0,0.4142,NORMAL_TOXICITY,0.000238,0.2656,BUY,1,APPROVED
2026-09-01 12:35:00+05:30,23838.78,23871.09,23830.9,23868.09,24405.0,0.4167,NORMAL_TOXICITY,0.000375,0.2594,BUY,1,APPROVED
2026-09-01 12:36:00+05:30,23868.09,23884.29,23866.42,23880.11,19648.0,0.4167,NORMAL_TOXICITY,0.000299,0.2424,BUY,1,APPROVED
2026-09-01 12:37:00+05:30,23880.11,23915.82,23879.26,23914.32,65378.0,0.4049,NORMAL_TOXICITY,0.000459,0.2385,BUY,1,APPROVED
2026-09-01 12:38:00+05:30,23914.32,23918.44,23863.03,23868.34,24709.0,0.4046,NORMAL_TOXICITY,5.8e-05,0.2982,HOLD,0,APPROVED
2026-09-01 12:39:00+05:30,23868.34,23875.5,23815.58,23827.82,20486.0,0.4172,NORMAL_TOXICITY,-6.9e-05,0.3161,HOLD,0,APPROVED
2026-09-01 12:40:00+05:30,23827.82,23869.19,23824.81,23857.54,23987.0,0.4213,NORMAL_TOXICITY,0.000349,0.3224,BUY,1,APPROVED
2026-09-01 12:41:00+05:30,23857.54,23858.88,23794.06,23796.58,24570.0,0.4262,NORMAL_TOXICITY,3.2e-05,0.3538,HOLD,0,APPROVED
2026-09-01 12:42:00+05:30,23796.58,23811.12,23769.55,23803.61,20025.0,0.4181,NORMAL_TOXICITY,0.00025,0.3555,BUY,1,APPROVED
2026-09-01 12:43:00+05:30,23803.61,23854.72,23798.68,23836.49,20370.0,0.4181,NORMAL_TOXICITY,0.000281,0.3537,BUY,1,APPROVED
2026-09-01 12:44:00+05:30,23836.49,23848.33,23822.78,23835.23,15439.0,0.426,NORMAL_TOXICITY,0.000264,0.3481,BUY,1,APPROVED
2026-09-01 12:45:00+05:30,23835.23,23865.82,23828.16,23844.08,26475.0,0.4174,NORMAL_TOXICITY,0.000261,0.3433,BUY,1,APPROVED
2026-09-01 12:46:00+05:30,23844.08,23852.38,23806.33,23822.56,22861.0,0.4144,NORMAL_TOXICITY,0.000218,0.345,BUY,1,APPROVED
2026-09-01 12:47:00+05:30,23822.56,23891.59,23820.14,23879.63,28541.0,0.4082,NORMAL_TOXICITY,0.000256,0.3531,BUY,1,APPROVED
2026-09-01 12:48:00+05:30,23879.63,23881.78,23824.95,23834.14,33192.0,0.4043,NORMAL_TOXICITY,0.000414,0.358,BUY,1,APPROVED
2026-09-01 12:49:00+05:30,23834.14,23872.64,23820.35,23866.82,19272.0,0.4123,NORMAL_TOXICITY,0.000182,0.3919,BUY,1,APPROVED
2026-09-01 12:50:00+05:30,23866.82,23895.62,23861.45,23876.81,24618.0,0.4134,NORMAL_TOXICITY,0.000296,0.3844,BUY,1,APPROVED
2026-09-01 12:51:00+05:30,23876.81,23924.23,23845.99,23877.57,16772.0,0.404,NORMAL_TOXICITY,0.000354,0.3825,BUY,1,APPROVED
2026-09-01 12:52:00+05:30,23877.57,23881.73,23861.06,23871.13,20434.0,0.4008,NORMAL_TOXICITY,0.000372,0.3731,BUY,1,APPROVED
2026-09-01 12:53:00+05:30,23871.13,23880.62,23847.7,23856.42,25932.0,0.4037,NORMAL_TOXICITY,0.000374,0.3656,BUY,1,APPROVED
2026-09-01 12:54:00+05:30,23856.42,23879.13,23846.77,23875.2,32394.0,0.4049,NORMAL_TOXICITY,0.000227,0.3544,BUY,1,APPROVED
2026-09-01 12:55:00+05:30,23875.2,23919.28,23870.85,23919.28,24975.0,0.413,NORMAL_TOXICITY,0.000171,0.3511,BUY,1,APPROVED
2026-09-01 12:56:00+05:30,23919.28,23941.03,23873.06,23902.61,30225.0,0.3997,NORMAL_TOXICITY,0.00045,0.3546,BUY,1,APPROVED
2026-09-01 12:57:00+05:30,23902.61,23930.31,23729.45,23735.47,75740.0,0.4278,NORMAL_TOXICITY,0.000338,0.5404,BUY,-1,VETO
2026-09-01 12:58:00+05:30,23735.47,23772.64,23724.81,23753.56,18609.0,0.4366,NORMAL_TOXICITY,0.000261,0.5368,BUY,1,APPROVED
2026-09-01 12:59:00+05:30,23753.56,23790.41,23752.16,23781.08,25973.0,0.4296,NORMAL_TOXICITY,0.000244,0.5355,BUY,1,APPROVED
2026-09-01 13:00:00+05:30,23781.08,23810.89,23774.96,23787.72,21976.0,0.4199,NORMAL_TOXICITY,0.000256,0.5303,BUY,1,APPROVED
2026-09-01 13:01:00+05:30,23787.72,23818.81,23782.37,23805.58,33786.0,0.418,NORMAL_TOXICITY,0.000205,0.5307,BUY,1,APPROVED
2026-09-01 13:02:00+05:30,23805.58,23807.78,23786.38,23786.93,25360.0,0.4043,NORMAL_TOXICITY,0.000253,0.527,BUY,1,APPROVED
2026-09-01 13:03:00+05:30,23786.93,23804.23,23781.3,23802.0,25734.0,0.3992,NORMAL_TOXICITY,0.000167,0.5215,BUY,1,APPROVED
2026-09-01 13:04:00+05:30,23802.0,23820.06,23790.48,23811.97,15409.0,0.4003,NORMAL_TOXICITY,0.00012,0.4468,HOLD,0,APPROVED
2026-09-01 13:05:00+05:30,23811.97,23831.94,23808.62,23819.05,28519.0,0.3962,NORMAL_TOXICITY,0.000128,0.4459,HOLD,0,APPROVED
2026-09-01 13:06:00+05:30,23819.05,23841.6,23791.7,23804.47,26493.0,0.3974,NORMAL_TOXICITY,0.000167,0.5113,BUY,1,APPROVED
2026-09-01 13:07:00+05:30,23804.47,23839.31,23796.14,23829.58,19626.0,0.3839,NORMAL_TOXICITY,-2e-06,0.4359,HOLD,0,APPROVED
2026-09-01 13:08:00+05:30,23829.58,23861.47,23820.61,23852.35,33690.0,0.383,NORMAL_TOXICITY,1.3e-05,0.5073,HOLD,0,APPROVED
2026-09-01 13:09:00+05:30,23852.35,23874.02,23849.59,23858.05,16475.0,0.375,NORMAL_TOXICITY,0.000108,0.5019,HOLD,0,APPROVED
2026-09-01 13:10:00+05:30,23858.05,23862.43,23811.17,23816.32,34164.0,0.3796,NORMAL_TOXICITY,0.000229,0.4382,BUY,1,APPROVED
2026-09-01 13:11:00+05:30,23816.32,23832.94,23810.25,23821.38,17918.0,0.3842,NORMAL_TOXICITY,0.000136,0.5049,HOLD,0,APPROVED
2026-09-01 13:12:00+05:30,23821.38,23839.99,23819.84,23826.13,28538.0,0.3817,NORMAL_TOXICITY,9.1e-05,0.4311,HOLD,0,APPROVED
2026-09-01 13:13:00+05:30,23826.13,23851.53,23788.96,23797.02,34453.0,0.3828,NORMAL_TOXICITY,0.000178,0.5053,BUY,1,APPROVED
2026-09-01 13:14:00+05:30,23797.02,23835.99,23794.79,23830.27,34107.0,0.3981,NORMAL_TOXICITY,-0.000112,0.5069,HOLD,0,APPROVED
2026-09-01 13:15:00+05:30,23830.27,23844.88,23819.39,23826.96,30097.0,0.393,NORMAL_TOXICITY,8.6e-05,0.4851,HOLD,0,APPROVED
2026-09-01 13:16:00+05:30,23826.96,23854.35,23809.39,23849.07,29159.0,0.3885,NORMAL_TOXICITY,-5.8e-05,0.4739,HOLD,0,APPROVED
2026-09-01 13:17:00+05:30,23849.07,23850.47,23793.95,23815.55,26168.0,0.3827,NORMAL_TOXICITY,0.00022,0.4271,BUY,1,APPROVED
2026-09-01 13:18:00+05:30,23815.55,23823.17,23805.0,23815.54,15747.0,0.3878,NORMAL_TOXICITY,6.6e-05,0.4608,HOLD,0,APPROVED
2026-09-01 13:19:00+05:30,23815.54,23832.62,23805.2,23816.62,31566.0,0.3869,NORMAL_TOXICITY,2.1e-05,0.4209,HOLD,0,APPROVED
2026-09-01 13:20:00+05:30,23816.62,23823.41,23658.89,23675.22,79891.0,0.4109,NORMAL_TOXICITY,0.000775,0.5875,BUY,1,APPROVED
2026-09-01 13:21:00+05:30,23675.22,23702.52,23632.58,23633.17,20164.0,0.4213,NORMAL_TOXICITY,2.3e-05,0.593,HOLD,0,APPROVED
2026-09-01 13:22:00+05:30,23633.17,23651.33,23627.23,23629.88,19251.0,0.4146,NORMAL_TOXICITY,-6.3e-05,0.5866,HOLD,0,APPROVED
2026-09-01 13:23:00+05:30,23629.88,23643.71,23601.06,23643.32,25694.0,0.4009,NORMAL_TOXICITY,-0.000107,0.5802,HOLD,0,APPROVED
2026-09-01 13:24:00+05:30,23643.32,23667.07,23632.04,23646.44,24246.0,0.4014,NORMAL_TOXICITY,-8.8e-05,0.5707,HOLD,0,APPROVED
2026-09-01 15:20:11.871577+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1779,LOW_TOXICITY,-0.003194,1.4304,SELL,1,VETO
2026-09-01 15:21:12.623229+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1779,LOW_TOXICITY,5.1e-05,1.6455,HOLD,0,APPROVED
2026-09-01 15:22:13.367155+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1779,LOW_TOXICITY,4.8e-05,1.4356,HOLD,0,APPROVED
2026-09-01 15:23:14.144192+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1779,LOW_TOXICITY,4.4e-05,1.5297,HOLD,0,APPROVED
2026-09-01 15:24:14.919294+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1779,LOW_TOXICITY,3.9e-05,1.4402,HOLD,0,APPROVED
2026-09-01 15:25:15.660860+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1779,LOW_TOXICITY,1.4e-05,1.6892,HOLD,0,APPROVED
2026-09-01 15:26:16.405774+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1779,LOW_TOXICITY,2.4e-05,1.4458,HOLD,0,APPROVED
2026-09-01 15:27:17.187262+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1762,LOW_TOXICITY,-0.000221,1.2934,SELL,1,VETO
2026-09-01 15:28:17.947239+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1762,LOW_TOXICITY,4e-06,1.446,HOLD,0,APPROVED
2026-09-01 15:29:18.683445+05:30,23980.55,25190.87,23980.55,23980.55,29751.0,0.1762,LOW_TOXICITY,-1e-05,1.3613,HOLD,0,APPROVED
2026-09-01 11:45:00+05:30,23457.38,23467.09,23441.04,23466.31,15304.0,0.3929,NORMAL_TOXICITY,-0.000125,0.4741,HOLD,0,APPROVED
2026-09-01 11:46:00+05:30,23466.31,23518.93,23453.18,23487.48,31247.0,0.3965,NORMAL_TOXICITY,-0.000118,0.4753,HOLD,0,APPROVED
2026-09-01 11:47:00+05:30,23487.48,23566.09,23463.24,23556.3,32427.0,0.4021,NORMAL_TOXICITY,6.5e-05,0.4959,HOLD,0,APPROVED
2026-09-01 11:48:00+05:30,23556.3,23572.84,23506.99,23525.45,17035.0,0.4083,NORMAL_TOXICITY,-0.000149,0.4961,HOLD,0,APPROVED
2026-09-01 11:49:00+05:30,23525.45,23528.72,23494.35,23502.41,19666.0,0.4028,NORMAL_TOXICITY,-0.000135,0.4902,HOLD,0,APPROVED
2026-09-01 11:50:00+05:30,23502.41,23515.66,23432.72,23440.2,75706.0,0.4242,NORMAL_TOXICITY,-0.000281,0.4998,SELL,1,VETO
2026-09-01 11:51:00+05:30,23440.2,23473.43,23434.39,23469.76,34640.0,0.4257,NORMAL_TOXICITY,-0.000143,0.5069,HOLD,0,APPROVED
2026-09-01 11:52:00+05:30,23469.76,23481.86,23441.03,23444.78,17287.0,0.4306,NORMAL_TOXICITY,-0.000185,0.5002,SELL,1,VETO
2026-09-01 11:53:00+05:30,23444.78,23463.8,23441.59,23450.5,18834.0,0.4269,NORMAL_TOXICITY,-0.000167,0.4899,SELL,1,VETO
